date,market,ticker,community,ari_stability,algorithm
2012-03-16,bovespa,ABEV3.SA,1,0.36186376297796913,leiden
2012-03-16,bovespa,B3SA3.SA,3,0.36186376297796913,leiden
2012-03-16,bovespa,BBAS3.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,BBDC3.SA,1,0.36186376297796913,leiden
2012-03-16,bovespa,BEEF3.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,CMIG4.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,CSAN3.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,EZTC3.SA,2,0.36186376297796913,leiden
2012-03-16,bovespa,ITSA4.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,ITUB4.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,MRVE3.SA,2,0.36186376297796913,leiden
2012-03-16,bovespa,MULT3.SA,2,0.36186376297796913,leiden
2012-03-16,bovespa,PETR3.SA,1,0.36186376297796913,leiden
2012-03-16,bovespa,PSSA3.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,RADL3.SA,1,0.36186376297796913,leiden
2012-03-16,bovespa,RENT3.SA,2,0.36186376297796913,leiden
2012-03-16,bovespa,SBSP3.SA,0,0.36186376297796913,leiden
2012-03-16,bovespa,SMTO3.SA,3,0.36186376297796913,leiden
2012-03-16,bovespa,TOTS3.SA,1,0.36186376297796913,leiden
2012-03-16,bovespa,VALE3.SA,3,0.36186376297796913,leiden
2012-03-16,bovespa,WEGE3.SA,1,0.36186376297796913,leiden
2012-04-17,bovespa,ABEV3.SA,1,0.3008631319358816,leiden
2012-04-17,bovespa,B3SA3.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,BBAS3.SA,1,0.3008631319358816,leiden
2012-04-17,bovespa,BBDC3.SA,1,0.3008631319358816,leiden
2012-04-17,bovespa,BEEF3.SA,3,0.3008631319358816,leiden
2012-04-17,bovespa,CMIG4.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,CSAN3.SA,3,0.3008631319358816,leiden
2012-04-17,bovespa,EZTC3.SA,2,0.3008631319358816,leiden
2012-04-17,bovespa,ITSA4.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,ITUB4.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,MRVE3.SA,2,0.3008631319358816,leiden
2012-04-17,bovespa,MULT3.SA,2,0.3008631319358816,leiden
2012-04-17,bovespa,PETR3.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,PSSA3.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,RADL3.SA,1,0.3008631319358816,leiden
2012-04-17,bovespa,RENT3.SA,2,0.3008631319358816,leiden
2012-04-17,bovespa,SBSP3.SA,3,0.3008631319358816,leiden
2012-04-17,bovespa,SMTO3.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,TOTS3.SA,1,0.3008631319358816,leiden
2012-04-17,bovespa,VALE3.SA,0,0.3008631319358816,leiden
2012-04-17,bovespa,WEGE3.SA,3,0.3008631319358816,leiden
2012-05-17,bovespa,ABEV3.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,B3SA3.SA,2,0.08695652173913043,leiden
2012-05-17,bovespa,BBAS3.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,BBDC3.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,BEEF3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,CMIG4.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,CSAN3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,EZTC3.SA,0,0.08695652173913043,leiden
