date,market,ticker,community,ari_stability
2016-05-25,bovespa,SANB11.SA,4,0.8372188751262957
2016-05-25,bovespa,SBSP3.SA,2,0.8372188751262957
2016-05-25,bovespa,SMTO3.SA,5,0.8372188751262957
2016-05-25,bovespa,SUZB3.SA,3,0.8372188751262957
2016-05-25,bovespa,UGPA3.SA,4,0.8372188751262957
2016-05-25,bovespa,USIM5.SA,1,0.8372188751262957
2016-05-25,bovespa,VALE3.SA,0,0.8372188751262957
2016-05-25,bovespa,WEGE3.SA,5,0.8372188751262957
2016-05-25,bovespa,YDUQ3.SA,0,0.8372188751262957
2016-05-27,bovespa,ABEV3.SA,4,0.6134080370942813
2016-05-27,bovespa,BBAS3.SA,2,0.6134080370942813
2016-05-27,bovespa,BBDC3.SA,3,0.6134080370942813
2016-05-27,bovespa,BBDC4.SA,3,0.6134080370942813
2016-05-27,bovespa,BEEF3.SA,1,0.6134080370942813
2016-05-27,bovespa,CMIG4.SA,2,0.6134080370942813
2016-05-27,bovespa,CSAN3.SA,1,0.6134080370942813
2016-05-27,bovespa,CSNA3.SA,0,0.6134080370942813
2016-05-27,bovespa,ENEV3.SA,5,0.6134080370942813
2016-05-27,bovespa,EZTC3.SA,2,0.6134080370942813
2016-05-27,bovespa,FLRY3.SA,0,0.6134080370942813
2016-05-27,bovespa,GGBR4.SA,0,0.6134080370942813
2016-05-27,bovespa,ITSA4.SA,2,0.6134080370942813
2016-05-27,bovespa,ITUB4.SA,2,0.6134080370942813
2016-05-27,bovespa,LREN3.SA,5,0.6134080370942813
2016-05-27,bovespa,MRVE3.SA,5,0.6134080370942813
2016-05-27,bovespa,MULT3.SA,5,0.6134080370942813
2016-05-27,bovespa,PETR3.SA,1,0.6134080370942813
2016-05-27,bovespa,PETR4.SA,1,0.6134080370942813
2016-05-27,bovespa,RADL3.SA,1,0.6134080370942813
2016-05-27,bovespa,RENT3.SA,3,0.6134080370942813
2016-05-27,bovespa,SANB11.SA,4,0.6134080370942813
2016-05-27,bovespa,SBSP3.SA,2,0.6134080370942813
2016-05-27,bovespa,SMTO3.SA,1,0.6134080370942813
2016-05-27,bovespa,SUZB3.SA,3,0.6134080370942813
2016-05-27,bovespa,UGPA3.SA,4,0.6134080370942813
2016-05-27,bovespa,USIM5.SA,1,0.6134080370942813
2016-05-27,bovespa,VALE3.SA,0,0.6134080370942813
2016-05-27,bovespa,WEGE3.SA,5,0.6134080370942813
2016-05-27,bovespa,YDUQ3.SA,0,0.6134080370942813
2016-05-30,bovespa,ABEV3.SA,4,0.6385041551246537
2016-05-30,bovespa,BBAS3.SA,2,0.6385041551246537
2016-05-30,bovespa,BBDC3.SA,3,0.6385041551246537
2016-05-30,bovespa,BBDC4.SA,3,0.6385041551246537
2016-05-30,bovespa,BEEF3.SA,2,0.6385041551246537
2016-05-30,bovespa,CMIG4.SA,2,0.6385041551246537
2016-05-30,bovespa,CSAN3.SA,2,0.6385041551246537
2016-05-30,bovespa,CSNA3.SA,0,0.6385041551246537
2016-05-30,bovespa,ENEV3.SA,5,0.6385041551246537
2016-05-30,bovespa,EZTC3.SA,5,0.6385041551246537
2016-05-30,bovespa,FLRY3.SA,0,0.6385041551246537
2016-05-30,bovespa,GGBR4.SA,0,0.6385041551246537
2016-05-30,bovespa,ITSA4.SA,2,0.6385041551246537
2016-05-30,bovespa,ITUB4.SA,2,0.6385041551246537
2016-05-30,bovespa,LREN3.SA,5,0.6385041551246537
2016-05-30,bovespa,MRVE3.SA,5,0.6385041551246537
2016-05-30,bovespa,MULT3.SA,5,0.6385041551246537
2016-05-30,bovespa,PETR3.SA,1,0.6385041551246537
2016-05-30,bovespa,PETR4.SA,1,0.6385041551246537
2016-05-30,bovespa,RADL3.SA,2,0.6385041551246537
2016-05-30,bovespa,RENT3.SA,3,0.6385041551246537
2016-05-30,bovespa,SANB11.SA,4,0.6385041551246537
2016-05-30,bovespa,SBSP3.SA,2,0.6385041551246537
2016-05-30,bovespa,SMTO3.SA,2,0.6385041551246537
2016-05-30,bovespa,SUZB3.SA,3,0.6385041551246537
2016-05-30,bovespa,UGPA3.SA,4,0.6385041551246537
2016-05-30,bovespa,USIM5.SA,1,0.6385041551246537
2016-05-30,bovespa,VALE3.SA,0,0.6385041551246537
2016-05-30,bovespa,WEGE3.SA,5,0.6385041551246537
2016-05-30,bovespa,YDUQ3.SA,0,0.6385041551246537
2016-05-31,bovespa,ABEV3.SA,4,0.5471006292155176
2016-05-31,bovespa,BBAS3.SA,2,0.5471006292155176
2016-05-31,bovespa,BBDC3.SA,3,0.5471006292155176
2016-05-31,bovespa,BBDC4.SA,3,0.5471006292155176
2016-05-31,bovespa,BEEF3.SA,6,0.5471006292155176
2016-05-31,bovespa,CMIG4.SA,5,0.5471006292155176
2016-05-31,bovespa,CSAN3.SA,6,0.5471006292155176
2016-05-31,bovespa,CSNA3.SA,0,0.5471006292155176
2016-05-31,bovespa,ENEV3.SA,5,0.5471006292155176
2016-05-31,bovespa,EZTC3.SA,2,0.5471006292155176
2016-05-31,bovespa,FLRY3.SA,0,0.5471006292155176
2016-05-31,bovespa,GGBR4.SA,0,0.5471006292155176
2016-05-31,bovespa,ITSA4.SA,2,0.5471006292155176
2016-05-31,bovespa,ITUB4.SA,2,0.5471006292155176
2016-05-31,bovespa,LREN3.SA,7,0.5471006292155176
2016-05-31,bovespa,MRVE3.SA,7,0.5471006292155176
2016-05-31,bovespa,MULT3.SA,7,0.5471006292155176
2016-05-31,bovespa,PETR3.SA,1,0.5471006292155176
2016-05-31,bovespa,PETR4.SA,1,0.5471006292155176
2016-05-31,bovespa,RADL3.SA,6,0.5471006292155176
2016-05-31,bovespa,RENT3.SA,3,0.5471006292155176
2016-05-31,bovespa,SANB11.SA,4,0.5471006292155176
2016-05-31,bovespa,SBSP3.SA,5,0.5471006292155176
2016-05-31,bovespa,SMTO3.SA,6,0.5471006292155176
2016-05-31,bovespa,SUZB3.SA,3,0.5471006292155176
2016-05-31,bovespa,UGPA3.SA,4,0.5471006292155176
2016-05-31,bovespa,USIM5.SA,1,0.5471006292155176
2016-05-31,bovespa,VALE3.SA,0,0.5471006292155176
2016-05-31,bovespa,WEGE3.SA,1,0.5471006292155176
2016-05-31,bovespa,YDUQ3.SA,0,0.5471006292155176
2016-06-01,bovespa,ABEV3.SA,4,0.43824468214712115
2016-06-01,bovespa,BBAS3.SA,2,0.43824468214712115
2016-06-01,bovespa,BBDC3.SA,4,0.43824468214712115
2016-06-01,bovespa,BBDC4.SA,4,0.43824468214712115
2016-06-01,bovespa,BEEF3.SA,1,0.43824468214712115
2016-06-01,bovespa,CMIG4.SA,5,0.43824468214712115
2016-06-01,bovespa,CSAN3.SA,1,0.43824468214712115
2016-06-01,bovespa,CSNA3.SA,0,0.43824468214712115
2016-06-01,bovespa,ENEV3.SA,4,0.43824468214712115
2016-06-01,bovespa,EZTC3.SA,5,0.43824468214712115
2016-06-01,bovespa,FLRY3.SA,0,0.43824468214712115
2016-06-01,bovespa,GGBR4.SA,0,0.43824468214712115
2016-06-01,bovespa,ITSA4.SA,2,0.43824468214712115
2016-06-01,bovespa,ITUB4.SA,2,0.43824468214712115
2016-06-01,bovespa,LREN3.SA,3,0.43824468214712115
2016-06-01,bovespa,MRVE3.SA,3,0.43824468214712115
2016-06-01,bovespa,MULT3.SA,3,0.43824468214712115
2016-06-01,bovespa,PETR3.SA,1,0.43824468214712115
2016-06-01,bovespa,PETR4.SA,1,0.43824468214712115
2016-06-01,bovespa,RADL3.SA,3,0.43824468214712115
2016-06-01,bovespa,RENT3.SA,5,0.43824468214712115
2016-06-01,bovespa,SANB11.SA,4,0.43824468214712115
2016-06-01,bovespa,SBSP3.SA,1,0.43824468214712115
2016-06-01,bovespa,SMTO3.SA,1,0.43824468214712115
2016-06-01,bovespa,SUZB3.SA,5,0.43824468214712115
2016-06-01,bovespa,UGPA3.SA,4,0.43824468214712115
2016-06-01,bovespa,USIM5.SA,1,0.43824468214712115
2016-06-01,bovespa,VALE3.SA,0,0.43824468214712115
2016-06-01,bovespa,WEGE3.SA,2,0.43824468214712115
2016-06-01,bovespa,YDUQ3.SA,0,0.43824468214712115
2016-06-02,bovespa,ABEV3.SA,4,0.8733940376699514
2016-06-02,bovespa,BBAS3.SA,2,0.8733940376699514
2016-06-02,bovespa,BBDC3.SA,4,0.8733940376699514
2016-06-02,bovespa,BBDC4.SA,4,0.8733940376699514
2016-06-02,bovespa,BEEF3.SA,1,0.8733940376699514
2016-06-02,bovespa,CMIG4.SA,5,0.8733940376699514
2016-06-02,bovespa,CSAN3.SA,1,0.8733940376699514
2016-06-02,bovespa,CSNA3.SA,0,0.8733940376699514
2016-06-02,bovespa,ENEV3.SA,4,0.8733940376699514
2016-06-02,bovespa,EZTC3.SA,5,0.8733940376699514
